1,0.0013861
2,1.9466e-15
3,0.011066
0,0.67854
0,0.78407
0,0.77484
0,0.7337
0,0.71343
0,0.67711
0,0.51751
0,0.75186
0,0.68415
0,0.77354
0,0.7258
0,0.75974
0,0.52504
0,0.66005
0,0.59106
0,0.49004
0,0.57128
0,0.75653
0,0.50996
0,0.76033
0,0.75721
0,0.64482
0,0.767
0,0.69387
0,0.44082
0,0.75556
0,0.74751
0,0.64122
0,0.74865
0,0.76987
0,0.74384
0,0.74129
0,0.70505
0,0.63371
0,0.7133
0,0.77577
0,0.60043
0,0.76897
0,0.71729
0,0.75109
0,0.66492
0,0.75433
0,0.76483
0,0.74481
0,0.65542
0,0.68583
0,0.61134
