1,9.8072e-06
2,9.9442e-15
3,0.0015592
0,0.5446
0,0.72887
0,0.7612
0,0.63992
0,0.55918
0,0.69647
0,0.73696
0,0.65377
0,0.66877
0,0.73689
0,0.76405
0,0.75827
0,0.63883
0,0.74979
0,0.73954
0,0.76794
0,0.69789
0,0.68484
0,0.71342
0,0.54218
0,0.55525
0,0.75053
0,0.71817
0,0.65695
0,0.63435
0,0.76027
0,0.75112
0,0.77369
0,0.78125
0,0.65499
0,0.71537
0,0.48032
0,0.76847
0,0.75765
0,0.49838
0,0.68387
0,0.57305
0,0.62412
0,0.77459
0,0.73894
0,0.6676
0,0.75536
0,0.50162
0,0.64485
0,0.58437
0,0.78172
0,0.65435
