1,1.6342e-06
2,3.2693e-14
3,0.0073328
0,0.85211
0,0.72432
0,0.85235
0,0.7961
0,0.835
0,0.85199
0,0.85067
0,0.83556
0,0.76223
0,0.81928
0,0.68861
0,0.38448
0,0.85702
0,0.85359
0,0.8237
0,0.69361
0,0.7289
0,0.82933
0,0.76818
0,0.86429
0,0.78851
0,0.86022
0,0.7765
0,0.81553
0,0.78036
0,0.82649
0,0.75827
0,0.68721
0,0.85616
0,0.50583
0,0.78713
0,0.59587
0,0.6366
0,0.49417
0,0.77137
0,0.69302
0,0.80712
0,0.76343
0,0.79323
0,0.83924
0,0.84615
0,0.65362
0,0.81106
0,0.83933
0,0.7014
0,0.69158
0,0.79956
