1,2.2175e-13
2,9.0695e-05
3,0.00090507
0,0.81329
0,0.88702
0,0.84415
0,0.53571
0,0.95205
0,0.89728
0,0.27397
0,0.77408
0,0.76657
0,0.96572
0,0.95669
0,0.93728
0,0.93544
0,0.94686
0,0.94104
0,0.908
0,0.93694
0,0.90454
0,0.78966
0,0.59979
0,0.46429
0,0.87302
0,0.9261
0,0.89192
0,0.92001
0,0.96508
0,0.92245
0,0.92853
0,0.90507
0,0.9009
0,0.95152
0,0.90795
0,0.94922
0,0.82094
0,0.83174
0,0.93673
0,0.90156
0,0.95801
0,0.90487
0,0.95125
0,0.92802
0,0.9182
0,0.90048
0,0.97341
0,0.95245
0,0.78103
0,0.95564
