1,1.8892e-07
2,2.4587e-14
3,0.0089561
0,0.59288
0,0.61447
0,0.52904
0,0.56609
0,0.50599
0,0.57336
0,0.61765
0,0.61138
0,0.61941
0,0.58927
0,0.60431
0,0.50482
0,0.56537
0,0.62347
0,0.60987
0,0.56939
0,0.6119
0,0.6149
0,0.49544
0,0.583
0,0.62042
0,0.55519
0,0.55039
0,0.54016
0,0.61245
0,0.60237
0,0.60645
0,0.62218
0,0.57896
0,0.50456
0,0.59671
0,0.59552
0,0.50484
0,0.60919
0,0.61485
0,0.58331
0,0.61806
0,0.60702
0,0.54568
0,0.6368
0,0.48715
0,0.50581
0,0.57546
0,0.59965
0,0.62137
0,0.55028
0,0.57901
