1,8.8389e-07
2,2.161e-14
3,0.054563
0,0.42326
0,0.76171
0,0.75937
0,0.65513
0,0.66462
0,0.79361
0,0.80672
0,0.75748
0,0.76652
0,0.74262
0,0.59106
0,0.80533
0,0.78307
0,0.65632
0,0.80252
0,0.67493
0,0.7308
0,0.70289
0,0.62476
0,0.72736
0,0.80747
0,0.78077
0,0.73429
0,0.77809
0,0.79014
0,0.79989
0,0.80485
0,0.80864
0,0.7082
0,0.27071
0,0.76301
0,0.67753
0,0.73839
0,0.76559
0,0.67982
0,0.7965
0,0.79766
0,0.71701
0,0.80492
0,0.76853
0,0.57674
0,0.74262
0,0.74344
0,0.74014
0,0.77201
0,0.78827
0,0.72926
